nominal_coverage,cell_type,empirical_coverage_raw,mean_interval_width_raw,empirical_coverage_clip,mean_interval_width_clip
0.8,overall,0.8784,0.2923960369157915,0.8784,0.24732631301978353
0.9,overall,0.95,0.34952233650219583,0.95,0.2887562050949119
0.95,overall,0.974,0.3879062990813484,0.974,0.315826094120498
