MAE,CCC,Pearson,Spearman,ue_corr,coverage90,n,n_test_conformal,marker_overlap
0.05845512974971624,0.8701770989751669,0.8752679611647097,0.8600383919915983,0.11914845503638688,0.892,200,100,415
