neutro_frac,MAE,CCC,pred_Monocyte_mean,pred_Tcell_mean,pred_B_mean,pred_NK_mean,mean_ensemble_std,ue_corr,coverage90,width90
0.0,0.08071977203801085,0.843910671519535,0.19830486526479946,0.426837144891421,0.2525074015557766,0.06857418916537426,0.038275321353692555,0.6537185981029913,0.8906666666666667,0.25453658346823815
0.1,0.09547221539930865,0.7727267597856377,0.2819098214091112,0.38189487377802533,0.21981692098081113,0.08657848602936914,0.035139222085844565,0.641246746313688,0.8986666666666666,0.2991439457415124
0.25,0.130713443778019,0.5221035361663965,0.4199094600478808,0.2957986994584401,0.15604046446833914,0.12254232029120127,0.03195764085200305,0.44388419651609945,0.9013333333333333,0.3870801272202013
0.5,0.23876314081027655,0.01290939927227307,0.6710631841421127,0.0921128054910029,0.029775068810355756,0.20704079240560533,0.0305437692045792,0.09540955637201594,0.928,0.48023727753032147
0.7,0.3092683527855656,-0.13063118213387043,0.887931493918101,0.0002142742716629679,0.00010650835640262812,0.11174772255743544,0.024271593475714327,0.47168639727857253,0.8986666666666666,0.5120905457575349
