sample_id,cell_type,mean,std,q0.05,q0.25,q0.75,q0.95,interval_width,disagreement
cal_271,NK,0.01898057386279106,0.02077304571866989,0.0,0.0,0.033978648483753204,0.059683188796043396,0.059683188796043396,1.094436602626999
cal_271,T_cell,0.3366396725177765,0.03460559993982315,0.2808516025543213,0.31960931420326233,0.3568640351295471,0.40212923288345337,0.12127763032913208,0.10279715000027004
cal_272,B,0.16937533020973206,0.029568947851657867,0.11507345736026764,0.15171876549720764,0.1915099173784256,0.20552970468997955,0.09045624732971191,0.1745764632268404
cal_272,DC,0.028697572648525238,0.06197110190987587,0.0,0.0,0.008866539224982262,0.18056319653987885,0.18056319653987885,2.159453730611019
cal_272,Monocyte,0.4289158582687378,0.03567028418183327,0.35249894857406616,0.4093729853630066,0.4565303325653076,0.4788650572299957,0.12636610865592957,0.08316382493800394
cal_272,NK,0.07491034269332886,0.040849875658750534,0.0,0.0634520873427391,0.10790180414915085,0.12903325259685516,0.12903325259685516,0.5453168245780856
cal_272,T_cell,0.29810085892677307,0.02692466974258423,0.2601410448551178,0.2754251956939697,0.31885045766830444,0.3427528738975525,0.08261182904243469,0.0903206684352139
cal_273,B,0.3179168105125427,0.03196828067302704,0.2635343372821808,0.3010384440422058,0.3376331329345703,0.3620048463344574,0.09847050905227661,0.10055548687700153
cal_273,DC,0.03588409349322319,0.06779599189758301,0.0,0.0,0.03856956213712692,0.19089117646217346,0.19089117646217346,1.889304324138583
cal_273,Monocyte,0.3017408847808838,0.046467751264572144,0.20293615758419037,0.2865738868713379,0.3361503779888153,0.35558828711509705,0.15265212953090668,0.15399885155877127
cal_273,NK,0.004076859448105097,0.008515621535480022,0.0,0.0,0.0,0.02673720195889473,0.02673720195889473,2.0887648338697797
cal_273,T_cell,0.34038132429122925,0.03811202570796013,0.264967143535614,0.3237305283546448,0.3675697147846222,0.3969200849533081,0.1319529414176941,0.11196861246025787
cal_274,B,0.28267720341682434,0.030522188171744347,0.22706690430641174,0.26522552967071533,0.30360713601112366,0.32669898867607117,0.09963208436965942,0.10797541054976217
cal_274,DC,0.20727689564228058,0.08554073423147202,0.10917708277702332,0.15835043787956238,0.22583502531051636,0.3945644199848175,0.2853873372077942,0.41268820550176777
cal_274,Monocyte,0.08082403242588043,0.046763788908720016,0.0,0.05522041767835617,0.114080511033535,0.13730444014072418,0.13730444014072418,0.578587602217554
cal_274,NK,0.07835514843463898,0.043415702879428864,0.0,0.06303642690181732,0.10870985686779022,0.13160258531570435,0.13160258531570435,0.5540886362401356
cal_274,T_cell,0.3508667051792145,0.033875685185194016,0.3065795600414276,0.32799074053764343,0.37117066979408264,0.4142717719078064,0.10769221186637878,0.09654858588649856
cal_275,B,0.2587663233280182,0.031387899070978165,0.20563866198062897,0.23990210890769958,0.27986225485801697,0.3014681041240692,0.09582944214344025,0.12129823330297816
cal_275,DC,0.06886636465787888,0.0957479402422905,0.0,0.0005292072892189026,0.06548107415437698,0.29064831137657166,0.29064831137657166,1.3903438465863276
cal_275,Monocyte,0.2490210086107254,0.060071367770433426,0.11829622834920883,0.23935401439666748,0.28996819257736206,0.3133177161216736,0.19502148777246475,0.24123011023554675
cal_275,NK,0.035758376121520996,0.026852639392018318,0.0,0.011686097830533981,0.052648600190877914,0.08164467662572861,0.08164467662572861,0.7509466255205851
cal_275,T_cell,0.38758793473243713,0.029584206640720367,0.3443775177001953,0.3668160140514374,0.40778693556785583,0.441601425409317,0.0972239077091217,0.07632901653105639
cal_276,B,0.27193617820739746,0.047342151403427124,0.1941167712211609,0.2267492413520813,0.3125438690185547,0.3374946117401123,0.14337784051895142,0.1740928697850273
cal_276,DC,0.00015415000962093472,0.001079050125554204,0.0,0.0,0.0,0.0,0.0,6.999546303918176
cal_276,Monocyte,0.2743697464466095,0.02655079960823059,0.2309378832578659,0.25922664999961853,0.289245069026947,0.3164690434932709,0.08553116023540497,0.09677013950842354
cal_276,NK,0.11051648110151291,0.05712335556745529,0.0,0.10475095361471176,0.14953763782978058,0.17307810485363007,0.17307810485363007,0.5168763050483178
cal_276,T_cell,0.3430234491825104,0.04814830422401428,0.27637067437171936,0.30323413014411926,0.3792650103569031,0.4173544645309448,0.14098379015922546,0.14036446468926872
cal_277,B,0.4286646544933319,0.0803867056965828,0.2947235703468323,0.39421379566192627,0.482089102268219,0.5325617790222168,0.23783820867538452,0.1875281831116109
cal_277,DC,0.015379166230559349,0.04362258315086365,0.0,0.0,0.0,0.09613461047410965,0.09613461047410965,2.8364707248872634
cal_277,Monocyte,0.13886331021785736,0.03486767038702965,0.07836651057004929,0.12123716622591019,0.1607416421175003,0.1888415813446045,0.1104750707745552,0.2510934516928379
cal_277,NK,0.22115200757980347,0.06034870073199272,0.10085607320070267,0.19655287265777588,0.2580111622810364,0.28788450360298157,0.1870284304022789,0.27288333786154895
cal_277,T_cell,0.19594085216522217,0.07054642587900162,0.1109609380364418,0.14622080326080322,0.23651549220085144,0.31564682722091675,0.20468588918447495,0.36003937667435154
cal_278,B,0.2143641859292984,0.026739874854683876,0.17082907259464264,0.19243207573890686,0.23786811530590057,0.2566530108451843,0.08582393825054169,0.12474039677551013
cal_278,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cal_278,Monocyte,0.0002961329882964492,0.001698425505310297,0.0,0.0,0.0,0.0004180623509455472,0.0004180623509455472,5.735153532016485
cal_278,NK,0.04250285029411316,0.031243309378623962,0.0,0.016625702381134033,0.06745302677154541,0.09086929261684418,0.09086929261684418,0.7350872191289042
cal_278,T_cell,0.7428368926048279,0.03843295946717262,0.6769827008247375,0.7152325510978699,0.7694488763809204,0.7980906963348389,0.12110799551010132,0.051738085887230174
cal_279,B,0.5663007497787476,0.09785092622041702,0.400226354598999,0.5185025334358215,0.6194223165512085,0.7095530033111572,0.3093266487121582,0.17278967850696006
cal_279,DC,0.0023889706935733557,0.015461152419447899,0.0,0.0,0.0,0.0,0.0,6.471861602331175
cal_279,Monocyte,0.19643203914165497,0.029033642262220383,0.14609463512897491,0.17337116599082947,0.21546848118305206,0.2409331351518631,0.09483850002288818,0.14780501648833827
cal_279,NK,0.045428670942783356,0.0330815352499485,0.0,0.011762209236621857,0.06855756044387817,0.10149796307086945,0.10149796307086945,0.7282081399548916
cal_279,T_cell,0.18944957852363586,0.08339189738035202,0.09846072643995285,0.12877288460731506,0.21447591483592987,0.3442959785461426,0.24583525210618973,0.4401798812561052
cal_280,B,0.29916733503341675,0.028453778475522995,0.2609013617038727,0.28358232975006104,0.31654268503189087,0.3475252091884613,0.08662384748458862,0.0951099073742314
cal_280,DC,0.051045142114162445,0.07930201292037964,0.0,0.0,0.0483296662569046,0.239582359790802,0.239582359790802,1.5535660025661349
cal_280,Monocyte,0.11369497328996658,0.05743171274662018,0.0,0.10381284356117249,0.15211522579193115,0.16811634600162506,0.16811634600162506,0.5051384949865985
cal_280,NK,0.05490576848387718,0.034574609249830246,0.0,0.03399074822664261,0.08298036456108093,0.10200715065002441,0.10200715065002441,0.6297080235367742
cal_280,T_cell,0.4811868369579315,0.030098825693130493,0.4350571036338806,0.4597495198249817,0.4981881380081177,0.5382322072982788,0.1031751036643982,0.06255122284288442
