sample_id,Monocyte,NK,B,DC,T_cell
cal_0,0.4011194544243936,0.0,0.1804370710815354,0.0,0.418443474494071
cal_1,0.178782681775652,0.0120217928317906,0.2548484192008631,0.0037653166895184,0.5505817895021758
cal_2,0.0778697538260204,0.058582086864133,0.3598132876549766,0.1802096128033848,0.323525258851485
cal_3,0.0,0.0047589079300531,0.1961338127563676,0.0,0.7991072793135792
cal_4,0.5272247861475172,0.0091133865865305,0.235960978855423,0.0,0.2277008484105293
cal_5,0.5500582042454889,0.0903577300856799,0.1444461850121899,0.0,0.215137880656641
cal_6,0.0,0.0373928961074495,0.2045657968694287,0.0,0.7580413070231216
cal_7,0.0071114538333715,0.0,0.36233445093174,0.0,0.6305540952348884
cal_8,0.3674232053815037,0.0,0.1363802386856839,0.0,0.4961965559328123
cal_9,0.1370104866403265,0.0210544360098188,0.6596217405091084,0.0,0.1823133368407462
cal_10,0.5042244828621812,0.0,0.1162087221738629,0.0,0.3795667949639559
cal_11,0.1868680179036524,0.0413237113292809,0.2473443642734182,0.0,0.5244639064936483
cal_12,0.2416394983424584,0.0616987017675073,0.2747825592666184,0.1300156402873305,0.2918636003360852
cal_13,0.3522229823644505,0.0011386326001943,0.1747734858492579,0.0,0.4718648991860973
cal_14,0.3377571189861108,0.0565832461494582,0.2092640828114582,0.0,0.3963955520529726
cal_15,0.2282514015316577,0.0350919921722916,0.4110433146868273,0.0803151321405397,0.2452981594686834
cal_16,0.3731310371533414,0.0,0.2776276930634726,0.0,0.3492412697831859
cal_17,0.0862871246505669,0.0,0.2600040644659943,0.113257712081984,0.5404510988014548
cal_18,0.4020890909237624,0.0115558446567769,0.2870011540489084,0.0,0.2993539103705521
cal_19,0.0746875077139476,0.0,0.2694170098669422,0.0,0.6558954824191101
cal_20,0.4557141672621139,0.1179020380295627,0.1578299934639185,0.0,0.2685538012444048
cal_21,0.2189755694710222,0.0484742934709202,0.3533498186918342,0.0,0.3792003183662232
cal_22,0.5935266288752783,0.1251676823877009,0.1087556861753721,0.0,0.1725500025616484
cal_23,0.2028896921550104,0.141485482827821,0.2058365492056021,0.0,0.4497882758115663
cal_24,0.4691227510171302,0.0694394988197935,0.1349459551816877,0.0,0.3264917949813885
cal_25,0.0,0.0403536747327224,0.4683491754312659,0.0,0.4912971498360115
cal_26,0.1000957302082178,0.0128471832633381,0.2708375102735071,0.3638189552531896,0.2524006210017472
cal_27,0.422718104481916,0.0,0.1690079861339127,0.0,0.4082739093841713
cal_28,0.3535926053345615,0.0,0.124209354194997,0.0,0.5221980404704415
cal_29,0.0474285881490787,0.0552986209029939,0.2503975423583849,0.0,0.6468752485895425
cal_30,0.0,0.1136577463693439,0.3328828325574032,0.0,0.5534594210732529
cal_31,0.1956696506740329,0.1565220207985487,0.2238634125004351,0.0,0.4239449160269832
cal_32,0.0464944879231199,0.0882612945170177,0.2261861176798271,0.0,0.6390580998800351
cal_33,0.245500274546467,0.0,0.2564028478410049,0.0,0.498096877612528
cal_34,0.0922814123734725,0.1043897361061728,0.2385262265487606,0.1400184466328744,0.4247841783387195
cal_35,0.2161843195233288,0.0500498960687047,0.4302837969105033,0.0,0.3034819874974631
cal_36,0.0,0.2413008847303753,0.1395832713566014,0.0,0.6191158439130233
cal_37,0.4992987296295585,0.0645797882397545,0.1594045850006434,0.0,0.2767168971300432
cal_38,0.1738342676688567,0.3147532289418337,0.2461056745670828,0.0,0.2653068288222267
cal_39,0.4533489657505414,0.0319614132386948,0.3300296550503556,0.0,0.1846599659604081
cal_40,0.1599774512180009,0.1215508858994376,0.4869530309996879,0.0,0.2315186318828736
cal_41,0.2816060672556533,0.0699191292140159,0.2083587473713002,0.0,0.4401160561590305
cal_42,0.071696896359133,0.0942767066649845,0.4330113694503457,0.0,0.4010150275255367
cal_43,0.5105332758633033,0.0166489608714364,0.2137691829434891,0.0,0.2590485803217711
cal_44,0.0671880443642814,0.0455790025113725,0.2680920524001738,0.0,0.6191409007241722
cal_45,0.3013682265260051,0.0,0.2767993488763563,0.0,0.4218324245976386
cal_46,0.1198285195401198,0.0607444407748464,0.3263284472596653,0.0,0.4930985924253684
cal_47,0.200623505563147,0.1103035870245283,0.2492319123278475,0.0,0.439840995084477
cal_48,0.1336198455532651,0.0634269515639997,0.4195265446737979,0.0,0.3834266582089372
cal_49,0.1479773267113544,0.0,0.2021462362249108,0.0,0.6498764370637347
cal_50,0.070979083519495,0.0810530578188047,0.549793357818007,0.0396766594867392,0.2584978413569541
cal_51,0.4795828413980942,0.0335593497359209,0.1541344764723216,0.0,0.3327233323936631
cal_52,0.0974646213471122,0.0,0.3033624364073702,0.0,0.5991729422455174
cal_53,0.2206202007625925,0.1250628108004601,0.1961244105156497,0.0,0.4581925779212976
cal_54,0.0794500450470257,0.0640285793520507,0.61066822615399,0.054086064761106,0.1917670846858273
cal_55,0.2628852553253186,0.0784161164405544,0.2735469156575636,0.0,0.3851517125765632
cal_56,0.1758560516298277,0.0284634777709496,0.2653854905475413,0.170658746702428,0.3596362333492532
cal_57,0.0791674393419401,0.060039831946762,0.2323656949241401,0.3712138498029188,0.2572131839842388
cal_58,0.0504806010149441,0.1058616002580784,0.15515221875926,0.0,0.6885055799677174
cal_59,0.3552493940330566,0.068691025699953,0.2699296418667002,0.0,0.30612993840029
cal_60,0.149044053926377,0.0,0.368149059430042,0.0,0.4828068866435809
cal_61,0.5017827257106681,0.0235418939534448,0.1899976013980012,0.0,0.2846777789378859
cal_62,0.2844096545918489,0.0698954174829984,0.2416406301992195,0.0,0.4040542977259332
cal_63,0.0544003877105259,0.0,0.2473656560357554,0.071422275746394,0.6268116805073246
cal_64,0.4212249758759471,0.0362735356219469,0.205563864042455,0.0521117749960089,0.2848258494636418
cal_65,0.0061834494047895,0.0,0.2503491661219706,0.0,0.7434673844732399
cal_66,0.246867756623244,0.0506063733271966,0.278081169620719,0.0,0.4244447004288404
cal_67,0.3608922046328586,0.0,0.1742953599916111,0.0,0.4648124353755302
cal_68,0.1933297804689796,0.012812030525992,0.2440678564561929,0.0,0.5497903325488354
cal_69,0.4073735021845724,0.07536332956053,0.1434302910161398,0.0,0.3738328772387575
cal_70,0.4239681474190348,0.0877047716100912,0.1413138332923782,0.0,0.3470132476784957
cal_71,0.28900320405906,0.0095654239999509,0.309753098658229,0.0,0.39167827328276
cal_72,0.30268643155263,0.0539511003630396,0.2534806937741843,0.1446356105301239,0.245246163780022
cal_73,0.1661603699826004,0.1937903909101757,0.2186150308879218,0.1104312644522543,0.3110029437670476
cal_74,0.1477671001725987,0.0015413429063666,0.429810203505453,0.0,0.4208813534155816
cal_75,0.1291677165409683,0.029773017808533,0.3536895876885771,0.0499559516328372,0.4374137263290842
cal_76,0.43403169462789,0.0653093289300079,0.2458241743629003,0.0,0.2548348020792016
cal_77,0.396643302798309,0.0083439081508512,0.2237168239317148,0.0,0.3712959651191249
cal_78,0.0,0.0420163361305599,0.7241461049192381,0.0,0.233837558950202
cal_79,0.4533961428382212,0.0696218474483848,0.118825103112272,0.0,0.3581569066011219
cal_80,0.0699069203772509,0.0,0.2935467144384207,0.0735845474317474,0.5629618177525808
cal_81,0.0493981260898204,0.0774881821007966,0.4522799135663168,0.0,0.420833778243066
cal_82,0.1058134211840163,0.0,0.5314658217948011,0.0,0.3627207570211825
cal_83,0.6953560955078302,0.1219301187255593,0.0563048724651771,0.0,0.1264089133014331
cal_84,0.1319488250876162,0.0,0.2405125004432666,0.3141197896227796,0.3134188848463375
cal_85,0.2850232657093677,0.0,0.2356780338407824,0.0,0.4792987004498497
cal_86,0.4109191704740135,0.0476974054012963,0.1491731757375375,0.0,0.3922102483871527
cal_87,0.0913072755167125,0.0113374647566627,0.4078658450345901,0.2372675170031195,0.252221897688915
cal_88,0.0615225769778003,0.0003133914537479,0.3080986428332185,0.3874076123768497,0.2426577763583835
cal_89,0.5002906238336762,0.0293969899238199,0.052391114548596,0.0,0.4179212716939078
cal_90,0.1662939240195235,0.1277041424445743,0.2179918472346273,0.0,0.4880100863012748
cal_91,0.7590020304943863,0.0509755977476817,0.0063601433293581,0.0,0.1836622284285738
cal_92,0.2444633918796492,0.0094869204501057,0.205843483528462,0.0608405125525253,0.4793656915892575
cal_93,0.2625932103312402,0.1089227115876424,0.2989265870416684,0.0,0.329557491039449
cal_94,0.0604716468902405,0.0,0.6349358191281905,0.0,0.304592533981569
cal_95,0.1956871475201127,0.0195890070962641,0.3596624607010219,0.0669627527602124,0.3580986319223885
cal_96,0.1747686035638024,0.276964194845601,0.1404560581838166,0.0,0.4078111434067799
cal_97,0.3187165220884096,0.0784481657577998,0.2501764415839342,0.0,0.3526588705698563
cal_98,0.0868517960091476,0.2033343154193518,0.4453079110168241,0.0,0.2645059775546765
cal_99,0.2961052670671099,0.0,0.2756884789929061,0.009947626787403,0.418258627152581
cal_100,0.1492026226096938,0.0,0.2588722675222552,0.1221192158119659,0.469805894056085
cal_101,0.1857337170207678,0.0046862437918337,0.4215594993236287,0.0731134200766132,0.3149071197871564
cal_102,0.2380851466180584,0.2855173615538361,0.2168212864228542,0.0,0.2595762054052511
cal_103,0.2795246559536417,0.036767192182635,0.2616130088100691,0.1905957191016273,0.2314994239520267
cal_104,0.1988444249419124,0.0,0.3430587260242225,0.1425426106987103,0.3155542383351546
cal_105,0.2444785616724721,0.019448856207693,0.2945073075238681,0.0,0.4415652745959667
cal_106,0.1563282310514116,0.0,0.2774587773677541,0.1260733255338667,0.4401396660469676
cal_107,0.2884138219655478,0.028470609147918,0.4210300805600224,0.0,0.2620854883265118
cal_108,0.0421512162869531,0.0385189730460459,0.6057532445249961,0.0,0.3135765661420047
cal_109,0.3524122477593246,0.0485511523669141,0.2893068885090121,0.0,0.3097297113647491
cal_110,0.2888005363816153,0.0848995383558274,0.1127358294764898,0.0,0.5135640957860673
cal_111,0.1400654820609004,0.0,0.345544971657045,0.1890599769113182,0.3253295693707363
cal_112,0.2388773048891586,0.0025004537280224,0.2809008919834843,0.0,0.4777213493993347
cal_113,0.061363725610069,0.0,0.2456812610823079,0.0752109653270087,0.6177440479806142
cal_114,0.4563541709926716,0.0216654754488266,0.1239376199199468,0.0,0.3980427336385549
cal_115,0.034460429156431,0.0304325442078015,0.2811516706712877,0.0,0.6539553559644796
cal_116,0.1035257444409726,0.0207400721917866,0.2236878956234591,0.3735346484972184,0.278511639246563
cal_117,0.0634335875287229,0.0,0.3012160397293359,0.5037205250627695,0.1316298476791715
cal_118,0.3281444127671621,0.0,0.2416590396029057,0.1493357494474323,0.2808607981824998
cal_119,0.2027384885231158,0.1165361882135816,0.2966616695398588,0.0,0.3840636537234438
cal_120,0.6991642704420158,0.0172080167452209,0.0094652321204287,0.0,0.2741624806923344
cal_121,0.2286562019306733,0.0,0.2605629282035506,0.2170138321073548,0.2937670377584211
cal_122,0.1609360173285022,0.0412021085900102,0.2078271785624501,0.3928857581340579,0.1971489373849795
cal_123,0.5315303103433187,0.0109468183767476,0.1636968740903347,0.0,0.293825997189599
cal_124,0.0207743076785502,0.0726609217446928,0.3300109840555449,0.0,0.5765537865212121
cal_125,0.3614364233408797,0.1173137842343803,0.1854154876731751,0.0,0.3358343047515648
cal_126,0.1263470952964365,0.3391011963903104,0.1133051463677354,0.0,0.4212465619455174
cal_127,0.3285818564391187,0.0092164825471589,0.2772753209688556,0.1148016573766545,0.270124682668212
cal_128,0.1625732613051619,0.006084093701411,0.1857619909171782,0.0,0.6455806540762487
cal_129,0.1423056013105438,0.0,0.2261642023096402,0.2516620276162658,0.37986816876355
cal_130,0.1406899139355738,0.2615992486248061,0.1692327603610553,0.0,0.4284780770785646
cal_131,0.2302770132500968,0.0,0.2991640125066331,0.2358079970301158,0.2347509772131542
cal_132,0.210635245846651,0.0046098071484221,0.3301335574332754,0.0,0.4546213895716515
cal_133,0.3341130031960297,0.0,0.2616210294907244,0.0069134534858814,0.3973525138273644
cal_134,0.0847404371658902,0.0443036576970301,0.2043550793935808,0.0,0.6666008257434988
cal_135,0.071810463777333,0.0076696580809043,0.4679456583664835,0.1129387811075317,0.3396354386677473
cal_136,0.1986450551993119,0.116859011829702,0.394322974100808,0.0742568118191762,0.2159161470510017
cal_137,0.5133675349497976,0.120735245378351,0.0950606597107821,0.0,0.2708365599610692
cal_138,0.5916990116995725,0.0144815705985915,0.1545519174114608,0.0,0.2392675002903751
cal_139,0.0295071930641601,0.1479814653658269,0.2734253002513603,0.0,0.5490860413186527
cal_140,0.198984397703188,0.0249628271842795,0.3041665461881048,0.3348163053083654,0.1370699236160621
cal_141,0.2831154835598895,0.069282309404589,0.2660672926778427,0.0,0.3815349143576788
cal_142,0.1737373780538426,0.0988540381682733,0.2237633131934617,0.163636150161386,0.3400091204230364
cal_143,0.0250115930554407,0.0,0.174789365459651,0.0,0.8001990414849083
cal_144,0.0345905600685839,0.0,0.4500038226974025,0.026499078740715,0.4889065384932985
cal_145,0.003730719070534,0.0,0.2679899595586384,0.0,0.7282793213708276
cal_146,0.1780622513370301,0.0635743962766655,0.3127808639429186,0.060543674399247,0.3850388140441386
cal_147,0.2198142811182749,0.0,0.2428503337773338,0.0807150394733456,0.4566203456310455
cal_148,0.1559439659002532,0.1753923901852947,0.2849643725114927,0.0,0.3836992714029593
cal_149,0.0894616127001961,0.0545286390195428,0.2390457153537542,0.2622306297695254,0.3547334031569813
cal_150,0.0441149428168391,0.0,0.2038387351427661,0.0,0.7520463220403947
cal_151,0.102777585951192,0.0,0.2449199600541338,0.0858474736938264,0.5664549803008477
cal_152,0.0580962996014204,0.0738357087121024,0.3485701579480098,0.0,0.5194978337384673
cal_153,0.3286778009915473,0.0430429542375156,0.2460215312534296,0.0731076066012353,0.3091501069162721
cal_154,0.0266342045918854,0.0816183949969225,0.4355027475150348,0.0,0.4562446528961572
cal_155,0.3176150550066312,0.040113492923108,0.2020949429609962,0.192633792392995,0.2475427167162694
cal_156,0.0395467603080098,0.0243809936583942,0.4171583333194763,0.0,0.5189139127141197
cal_157,0.1387099915379487,0.0474615455221883,0.2689860322929087,0.0,0.5448424306469541
cal_158,0.2574998821266434,0.0,0.4139756980184153,0.0,0.3285244198549413
cal_159,0.2037862939935438,0.0,0.2180127013364975,0.0997920903802234,0.4784089142897351
cal_160,0.1522807327934539,0.0841176723838744,0.1883893105908062,0.0,0.5752122842318655
cal_161,0.031470420352438,0.0,0.2898080846901003,0.1060506628654563,0.5726708320920054
cal_162,0.4744177324447394,0.1374669037485934,0.0457894050769973,0.0,0.3423259587296696
cal_163,0.0734077155595607,0.0793019426846043,0.2968723588054105,0.0,0.5504179829504244
cal_164,0.0225861544409106,0.0024962236490245,0.3813032665070367,0.1157657719542984,0.4778485834487296
cal_165,0.2144391097287381,0.0722614778718129,0.3718727112486621,0.0,0.3414267011507867
cal_166,0.1717677577520939,0.1179789818698642,0.2161781582770491,0.1701957545380215,0.3238793475629712
cal_167,0.1066134872297602,0.0827987003750435,0.2026730426798569,0.0,0.6079147697153394
cal_168,0.0128710253116743,0.2095807616856917,0.1676658450529704,0.0,0.6098823679496634
cal_169,0.3080412762409679,0.1145229976563887,0.145829189439574,0.0,0.4316065366630694
cal_170,0.4480170719086003,0.017874123347512,0.077997010253551,0.0,0.4561117944903365
cal_171,0.1218130992851376,0.0,0.3868057351444485,0.236556406450635,0.2548247591197787
cal_172,0.1195368466301113,0.0,0.2855844280601485,0.0390973340378471,0.5557813912718931
cal_173,0.2259180153342553,0.0294993289867197,0.2850238790763303,0.0580121354696706,0.4015466411330238
cal_174,0.3104223895577784,0.0538236261433858,0.2504995220809634,0.0,0.3852544622178724
cal_175,0.3032120498764756,0.0,0.3013169082958568,0.0,0.3954710418276675
cal_176,0.2810402315230331,0.1112844606291712,0.2379898617578713,0.0549936928081163,0.314691753281808
cal_177,0.3128268455210248,0.1481895937360562,0.2285942109552318,0.0,0.3103893497876872
cal_178,0.0552192597121865,0.0231270975188396,0.2988348758165447,0.2255088858794035,0.3973098810730255
cal_179,0.221551796411148,0.0,0.3953402299461561,0.045598749569929,0.3375092240727668
cal_180,0.1217843885411831,0.1204422264895454,0.3364552675549219,0.1367674171109857,0.2845507003033639
cal_181,0.1803470443734839,0.0418390079708876,0.2117950116158274,0.0,0.5660189360398009
cal_182,0.2369861674323406,0.034402035075289,0.4043046080479062,0.0,0.3243071894444641
cal_183,0.5305060474695892,0.0264845591821323,0.1771595481755927,0.0,0.2658498451726857
cal_184,0.3898319918999382,0.1947597299957772,0.1746983076444953,0.0,0.2407099704597892
cal_185,0.382572601694366,0.0178009446999323,0.3391865326475859,0.0994200959545927,0.1610198250035228
cal_186,0.2503261008014215,0.1103676239907308,0.6236282870284938,0.0,0.0156779881793539
cal_187,0.3959922543109525,0.0612759773844021,0.106547207960098,0.0,0.4361845603445473
cal_188,0.0975028400123628,0.0,0.3754271233206587,0.0,0.5270700366669783
cal_189,0.1499252311942654,0.140920546425297,0.5076489327208903,0.0,0.2015052896595473
cal_190,0.4791260891495676,0.0019092849930627,0.2160748933096685,0.0,0.3028897325477011
cal_191,0.0101362653308111,0.1370010435740235,0.3121116282874789,0.0,0.5407510628076864
cal_192,0.0642238434244006,0.1910978950105243,0.5028913254648084,0.0,0.2417869361002665
cal_193,0.3333055965694713,0.1092913363662107,0.1026621309040825,0.0,0.4547409361602354
cal_194,0.2653025931970497,0.0074317910242996,0.3256305922170042,0.0,0.4016350235616466
cal_195,0.1297532276513563,0.1447968727966793,0.2165459531064059,0.1768884113060787,0.3320155351394794
cal_196,0.0,0.3051664997575648,0.170368488573216,0.0,0.5244650116692193
cal_197,0.0543852225658402,0.0,0.3173550448925034,0.0,0.6282597325416565
cal_198,0.3437863920808917,0.0,0.1260248149113016,0.0,0.5301887930078067
cal_199,0.0,0.0033581509987889,0.3525646546526897,0.0,0.6440771943485213
cal_200,0.4284126373945739,0.0063038992848936,0.105895968392918,0.0,0.4593874949276144
cal_201,0.563908324424923,0.0275328727695029,0.1751205522791453,0.0,0.2334382505264286
cal_202,0.0827888534817664,0.0,0.3193620400291039,0.3337462967244352,0.2641028097646943
cal_203,0.4397303107597176,0.0329849497519987,0.1882398728495432,0.0,0.3390448666387404
cal_204,0.1169345924184969,0.0,0.2348339594029584,0.0,0.6482314481785446
cal_205,0.2261242354170067,0.0956096519130955,0.1592137967020253,0.0,0.5190523159678725
cal_206,0.3304267285886442,0.0237522331545814,0.1450720579894423,0.0,0.5007489802673322
cal_207,0.2732355339077428,0.0393171588188978,0.2285927293896427,0.0,0.4588545778837166
cal_208,0.2060723172222948,0.0206096814776602,0.2993004147771302,0.2249629414609557,0.249054645061959
cal_209,0.1243377371449087,0.2279206837704257,0.2365981885098209,0.0375550903831236,0.3735883001917208
cal_210,0.2679107125366155,0.0,0.265929721650781,0.0,0.4661595658126034
cal_211,0.1560466520033696,0.0218735116213106,0.6535771813487946,0.0,0.1685026550265252
cal_212,0.4109583418514348,0.0,0.191550858916619,0.0063755609219575,0.3911152383099886
