Monocyte,NK,B,DC,T_cell
5.563923816058679,7.106613527726833,997.0445040854108,12.119160601428828,16.507621728052094
8.296941260441468,10.474495859649954,1123.6070585110886,5.329699144291712,16.246408847541577
45.8240038165021,63.75904176480378,845.8824341902663,16.658827116421595,42.063778581957536
14.567665669830456,4.893503384464419,814.912334181121,59.873624537099644,5.123730620560548
30.081473166716673,24.24929187161338,826.288414253061,33.57367891512014,36.15448674369304
519.1004286786774,461.1033622291736,1264.1791259386664,441.5273758096817,534.9182622475525
1061.8050546213751,462.07461777809976,1875.3770160454892,1576.173378092883,330.1950899039892
1012.8591371895211,226.3437129551394,1770.6423731462987,1571.333637041412,164.50519512563952
193.15375777623098,22.897775800382703,812.1576051185193,948.3374406264712,20.193235315755366
586.4552709805688,364.89140244815195,1268.6513498752245,1293.661103718983,238.47425653259634
1061.4674782185905,1204.9052557437772,1822.9881251999223,1361.2345640514272,1578.5947025270934
5.68707907313855,5.208130352275922,498.0469957782262,6.542525989513168,5.740502874927329
3.0220970605041195,3.5310986825676585,502.612919708462,4.635354111195777,12.73463361551985
24.240935154971947,29.861430031708228,1212.74652060745,112.49985087293607,34.278364980867664
487.33613163862026,58.18692073081469,943.6549201455509,991.4108688169636,54.476711804508156
650.6854899489388,279.3658809865146,1175.0743017546595,1295.5786991590564,174.25201312326962
91.28762945362485,22.48353181504072,476.4483859627394,54.448249723729866,14.397384488434144
1.6161002892772551,1.5087788961239819,482.07320863669196,3.1076992486625072,1.9895238263227362
285.11332278274153,29.600487205471744,639.7775300876908,392.215584188229,10.638308253301512
91.28619574030779,243.6635332007895,1298.0763198599882,176.12625582037893,967.2125462494023
77.33138803241978,138.09497260801308,1446.1531414189628,230.30994402215285,142.25552063973217
4.33151388469637,2.099895766404779,396.3782204785311,17.33793972007281,2.2585085381700556
87.59569149539124,4.611434439891918,421.99857105176443,330.67467281870313,5.344378546442544
1081.1735351402626,1275.3318201155087,1964.1648969875098,1357.0916533477127,1838.3533981169721
3.4539548094477617,4.047783488668253,622.6153961069087,8.205949178902713,4.788688410557568
1125.2987807936183,1375.463208295997,2029.1071762886795,1460.767852968098,1922.6367651017995
741.0890745666969,211.03014332617113,1110.8058757594101,1186.5814751414407,141.0847348681487
315.4876749058698,27.950752009158297,580.451794618785,610.8387348335341,21.16765182204759
11.840881294093641,6.0544987707744955,360.0785130429475,203.73559401835695,12.139168995355503
941.5178378049499,1058.3327035330374,1636.5062328403142,1139.9234211116348,1503.2879048048492
71.03492631841937,22.02665739729587,412.9159838853286,348.644985721551,7.691070113334809
22.590025740069493,17.186515421559953,346.7923043592026,165.13517164154266,1.7766904362118034
579.9747491509225,922.3240577186175,1520.6090468893046,971.0705407706482,1399.5538296745972
1101.4988644572577,1454.366499801556,2049.9352194330727,1412.4498293970194,1985.3822135336563
318.50721278810295,39.84136728237375,550.080118469058,689.8619488616796,36.91599922849332
1.4168196938432798,1.5888442643237375,300.98011266364483,2.453446500622129,1.5943227151088537
194.78091916374945,290.1257154806178,951.9749974446829,293.13364153370736,615.5782494053211
604.1282077215666,746.9749504556951,1342.5827383870514,391.0985612286788,1160.466673090295
1.6187526589138395,2.2268732361690717,288.7333902672421,18.05929521849614,4.677523633623511
1.642234911691676,1.536298312845117,309.9034669362887,87.30254111604252,1.2419526486641566
5.983754860842059,5.904392623177963,299.47821659030666,13.180717957315384,16.547516936890496
98.01121156934099,43.24302913113765,474.29671183575005,36.20351753015944,150.09985584053584
1064.774974553131,1262.734621671037,1714.6293162622658,1203.07134558768,1625.3312368739905
564.9873294983995,59.66654121647873,751.4181860618602,1000.6081134041502,44.807995082592015
2.8172998946543784,2.702279026366869,287.9646950584462,102.95144787313406,2.715960692174831
209.2774124370938,100.34062038305677,474.8367397275446,292.28552753315535,56.99678337450309
1138.45591055586,1335.801771344649,2024.0400176596984,1455.6917640087272,1949.2943507167297
14.263609484398987,18.737215742270397,319.4552519045116,82.69731119522994,50.376032154915535
252.39626016010374,384.3937107741889,833.9130054109014,132.34484542030722,545.3958635708586
129.43608558386111,24.831867020994245,358.3781785266686,70.67221684645699,18.862692380831703
1365.9308382321087,1700.903971184168,2235.003555083727,1590.6375456385522,2204.0328923483758
3.0139281204517694,2.3513583698642453,250.51232544606836,41.529491684241925,2.197972184862775
8.920178589942864,49.638083113066855,270.97340338164105,92.26647335599782,13.51609620939823
12.313984466171155,2.632887097209218,262.06824035692347,129.98530229254095,9.177067207606811
1061.5021626111572,1229.162104542557,1810.1302276247177,1263.0497081724798,1750.8339316829915
345.6540583100768,12.046008300162386,476.7692307278203,257.3663645619547,12.04679316763305
3.4800376389686036,1.702062353264181,275.097408452054,212.71731545779687,2.2695540839233854
46.23716845278942,11.374547546292298,267.9435693612987,32.81144915951208,6.540992861544688
74.88519784053719,1.1991362729139994,290.22383552889517,45.13451887077296,1.2840246565533993
1240.9349857306343,1734.145674480214,2326.2167242845803,1526.649856149416,2309.9969073764414
263.6885762153891,77.42348235874549,450.8606432410634,194.10068358133262,94.18762182979182
7.045528175918021,1.0996777831552174,277.82876009578627,3.761951996702886,1.0502540086750163
643.7203959575351,975.1513038450082,1347.2819484965132,366.3347487914548,1203.0740548252134
0.9623117834881967,0.96143283192057,246.14166798877753,13.427664606618968,0.956976754214101
1004.2691528124933,1228.8318497061223,1754.8745102968958,1246.617278759973,1717.477677915655
1235.6793826802686,1356.0983570862081,2004.375579988585,1400.0423752767763,1967.091935898055
71.1024140716806,232.46116952377554,337.15915836058593,133.6709508801342,28.081618449855288
1178.905161143068,1506.2002982378453,2123.6784466847457,1526.4393662483958,2109.450816797586
1.2698084328452288,1.464359130628564,237.72524210102145,1.3085046574547843,1.3066762907220988
30.03740655420313,28.686340085332485,315.68612683723507,39.74897170937404,36.2956613417151
141.2339518941593,212.94843592235014,515.3370235892412,246.82908363300595,272.72386802928077
1131.8761528252594,1389.1592810760535,1961.900491046868,1342.9091567847324,1941.8893447095209
1011.2393393535992,1263.239283259279,1682.1184001079334,1293.6351502951038,1625.9634528551408
137.30296231229028,43.62078814634497,319.5595462779754,379.17401254318776,11.40047796059741
856.8454361493901,1198.0549833697512,1605.069091968979,1143.9013558231175,1571.9429696787643
5.8800300034918145,133.14288294908843,386.1005618964562,6.051836614844211,202.48565034232467
1228.752872781654,1409.23182122106,1994.7325374435814,1443.356922225146,1970.5271897931977
28.808762987724773,108.02731148350786,331.27042778297806,38.166537425584046,105.61450891384119
948.4514130427909,1380.1470357748183,1839.4014205040824,1240.4025787449025,1830.6729357350148
536.5948967859662,873.6265063368608,1360.275098872341,889.3311864331465,1310.6728547067682
3.0310803497205665,3.840740541525298,424.8431620243487,70.54413741524071,4.163129061368474
3.954596030062946,47.92443545853658,255.45653851800995,30.493776203863394,48.87107679649022
9.647049019142212,29.895658055495385,267.07004054413983,109.71751502013788,42.89069271998025
866.8142627674195,1138.0384896953094,1662.0729454009177,1105.6897100109934,1647.9950897706726
604.9699006660471,1096.067616672115,1562.6533823055843,1003.8024837152803,1557.077173901304
729.7245222996441,1051.382259075922,1548.1899603972772,1074.1388386868632,1529.4633135254333
1181.344354813963,1382.3030833444343,1959.4815467280278,1503.9694261889938,1937.047442315953
852.6578921717108,1145.4162306943522,1639.2030417307915,1095.9708206872351,1631.302920767342
1015.028930393285,1206.5127046395999,1674.4413445663613,1192.3047776087988,1630.8497257820711
10.197781315629276,299.2425209835377,430.2787766880484,4.416204744743264,237.31241539888012
960.7252836440637,1285.7016431008433,1691.9509995798894,1231.093123766238,1668.6643204826062
0.4653307881679578,0.602384788466776,202.93006347387265,6.897445919157883,0.3934873609773581
43.4204981374954,62.58113936980616,694.0817198561559,37.06245837837981,65.54442679470247
17.49229603161335,25.129979587464632,376.61919466214124,255.065550597415,24.832041932087503
1.2355046911642933,1.2929613494743226,204.46239459932104,1.6356307519329827,2.463725511028992
123.76550855100209,159.27558257279438,386.13244019491464,104.82040449768404,142.10352591525785
5.456148001731046,1.025245500617202,199.58926537498658,128.80090300417936,1.372356336781381
1428.4462443156078,1662.5917269769286,2219.2842868146604,1628.9353530012752,2182.521647410837
85.08632615990517,192.27540829990758,394.723181693793,171.33838583529158,196.20536041273826
1142.8193539529843,1408.2845466005076,1924.4173216058305,1396.0280866884627,1926.6498618389428
1132.9043890768507,186.99256070814866,119.88804758084628,1410.3586704347538,125.21740414154361
353.69329031863117,48.03461706373975,47.663004468440214,630.232669369755,45.17090613125444
4.875958989859741,2.1111628111595087,1.4308428302852587,634.1646607959515,1.7018772767030361
466.1057048394105,76.59049447026649,320.36881098301836,648.8961390658761,53.22251488034066
