sample_id,Monocyte,NK,B,DC,T_cell
1,0.07121143490076065,0.0,0.04502139985561371,0.06120859086513519,0.049371760338544846
2,0.05521827191114426,0.0,0.04067652300000191,0.048748116940259933,0.04290473833680153
4,0.03880247846245766,0.04373185336589813,0.045826543122529984,0.04298608750104904,0.07006294280290604
5,0.055359892547130585,0.04798447713255882,0.060276638716459274,0.05576618015766144,0.07934730499982834
6,0.08236782252788544,0.0,0.053017761558294296,0.0653284415602684,0.0566403903067112
7,0.05077526345849037,0.01566431298851967,0.046358756721019745,0.05303310230374336,0.05386267602443695
9,0.06705988943576813,0.02856042981147766,0.05171612277626991,0.05477854982018471,0.06365223973989487
10,0.06698574125766754,0.0,0.05769126117229462,0.06463409215211868,0.05975716933608055
12,0.0515921488404274,0.001941954717040062,0.04847142472863197,0.053004976361989975,0.05014843866229057
