sample_id,Monocyte,NK,B,DC,T_cell
1,0.34127001088707964,0.0,0.21752317673651486,0.04728173125290303,0.39392508112350244
2,0.2961900382398355,0.0,0.2243655795956538,0.013248511633156972,0.46619587053135375
4,0.31749003268362364,0.07532579848528792,0.18308438682770603,0.01882399002615562,0.40527579197722674
5,0.4703314958933364,0.08414291998311171,0.15509954225013772,0.05575825881876479,0.23466778305464933
6,0.5227479283604567,0.0,0.13268433230633736,0.02395519077133707,0.32061254856186894
7,0.35564486129723594,0.0,0.1757676237636582,0.050171636599162954,0.4184158783399428
9,0.5246353410117518,0.017125238786727063,0.1353176554948156,0.0178302801440163,0.3050914845626891
10,0.46385653469098925,0.0,0.21743714071619127,0.05991629760116524,0.2587900269916542
12,0.2858254503850477,0.0,0.16173204457756704,0.09909955890138462,0.45334294613600074
